cluster_id	sim_ave	sim_min	sim_max	size	composed_go
cluster_0703	0.99942	0.86655	1.00000	469	GO:0048038;GO:0003954;GO:0016655
cluster_0704	0.98918	0.81013	1.00000	137	GO:0048038;GO:0051287;GO:0016655
cluster_0705	0.89341	0.47226	1.00000	59	GO:1902936;GO:1901981
cluster_0706	0.97576	0.62053	1.00000	112	GO:0016874
cluster_0707	0.70088	0.30400	1.00000	43	GO:0016881
cluster_0708	0.80934	0.34205	1.00000	238	GO:0030234;GO:0140678;GO:0003723
cluster_0709	0.90194	0.63937	1.00000	34	GO:0004185
cluster_0710	0.66320	0.25658	1.00000	361	GO:0005509
cluster_0711	0.85471	0.74434	1.00000	12	GO:0070968
cluster_0712	0.74023	0.40726	1.00000	19	GO:0005200;GO:0044877
cluster_0713	0.79079	0.51570	1.00000	16	GO:0030170
cluster_0714	0.80721	0.30932	1.00000	230	GO:0051087;GO:0031072
cluster_0715	0.93525	0.41419	1.00000	395	GO:0004733;GO:0010181
cluster_0716	0.85717	0.47966	1.00000	39	GO:0047372;GO:0004620
cluster_0717	0.52549	0.34046	0.89554	3	GO:0140313;GO:0002113
cluster_0718	0.78629	0.36016	1.00000	178	GO:0042803;GO:0000287;GO:0005524
cluster_0719	0.98177	0.51413	1.00000	644	GO:0004017
cluster_0720	0.70558	0.27996	1.00000	181	GO:0042054;GO:0008170;GO:0008757
cluster_0721	1.00000	1.00000	1.00000	99	GO:0004333
cluster_0722	1.00000	1.00000	1.00000	2	GO:0003833
cluster_0723	0.71945	0.25055	1.00000	287	GO:0015291;GO:0042910;GO:1901682
cluster_0724	0.67092	0.30021	1.00000	21	GO:0003682
cluster_0725	0.74180	0.42240	1.00000	24	GO:0000217;GO:0008301
cluster_0726	0.58546	0.26417	1.00000	147	GO:0004930;GO:0001614;GO:0004875;GO:0001653;GO:0001847
cluster_0727	0.99520	0.97359	1.00000	11	GO:0005497;GO:0022883;GO:0004930
cluster_0728	0.72261	0.38753	1.00000	56	GO:0016860;GO:0016491;GO:0009975
cluster_0729	0.94987	0.82207	1.00000	12	GO:0098621
cluster_0730	0.84464	0.44805	1.00000	41	GO:0000268
cluster_0731	1.00000	1.00000	1.00000	20	GO:0008270;GO:0016491
cluster_0732	0.95846	0.54428	1.00000	183	GO:0005484;GO:0000149
cluster_0733	0.95050	0.50000	1.00000	68	GO:0005484
cluster_0734	0.99657	0.57715	1.00000	269	GO:0050480;GO:0005506;GO:0008270
cluster_0735	0.91928	0.57217	1.00000	203	GO:0031683;GO:0001664;GO:0003924;GO:0005525
cluster_0736	0.84802	0.40119	1.00000	87	GO:0008484
cluster_0737	0.87187	0.31041	1.00000	222	GO:0061630
cluster_0738	1.00000	1.00000	1.00000	52	GO:0004363
cluster_0739	0.92949	0.75000	1.00000	13	GO:0009374
cluster_0740	0.86409	0.61837	1.00000	37	GO:0015106;GO:0005452;GO:0008509;GO:0015370
cluster_0741	0.74479	0.27065	1.00000	243	GO:0042393;GO:0003682
cluster_0742	1.00000	1.00000	1.00000	91	GO:0008792
cluster_0743	0.97041	0.76955	1.00000	94	GO:0004613;GO:0030145;GO:0005525
cluster_0744	0.96392	0.60370	1.00000	305	GO:0008833;GO:0003906;GO:0008081
cluster_0745	0.91028	0.64323	1.00000	32	GO:0008526
cluster_0746	0.99031	0.83589	1.00000	95	GO:0003743;GO:0043022
cluster_0747	0.75229	0.35965	1.00000	45	GO:0016758;GO:0008194;GO:0140096
cluster_0748	0.76446	0.30298	1.00000	986	GO:0016791
cluster_0749	0.81410	0.29166	1.00000	602	GO:0015035
cluster_0750	0.89875	0.32703	1.00000	43	GO:0000049
cluster_0751	0.79622	0.36478	1.00000	337	GO:1901505;GO:0015932;GO:0015605;GO:0015297
cluster_0752	0.83496	0.49558	1.00000	268	GO:0004812
cluster_0753	0.87497	0.40523	1.00000	91	GO:0004565
cluster_0754	0.70163	0.27105	1.00000	134	GO:0019904
cluster_0755	0.97240	0.70027	1.00000	85	GO:0004683;GO:0009931;GO:0005516;GO:0106310;GO:0005509
cluster_0756	1.00000	1.00000	1.00000	25	GO:0016874;GO:0005524;GO:0046872
cluster_0757	0.90529	0.76316	1.00000	16	GO:0008732
cluster_0758	0.99587	0.75000	1.00000	121	GO:0008800
cluster_0759	0.89960	0.67937	1.00000	27	GO:0140490
cluster_0760	0.65991	0.25846	1.00000	279	GO:0008227;GO:0030594;GO:1901338;GO:0042562;GO:0099589
cluster_0761	0.77801	0.50559	1.00000	65	GO:0005546;GO:0008092;GO:0044877
cluster_0762	0.98813	0.86944	1.00000	22	GO:0030600
cluster_0763	0.98220	0.89318	1.00000	12	GO:0003756;GO:0005509
cluster_0764	0.83202	0.28058	1.00000	395	GO:0022857
cluster_0765	0.79033	0.36464	1.00000	230	GO:0016841;GO:0030170
cluster_0766	0.92147	0.53731	1.00000	15	GO:0046911;GO:0070326;GO:0048156;GO:0043395;GO:0050750;GO:0060228;GO:0120020;GO:0001540;GO:0071813;GO:0008201
cluster_0767	0.86279	0.56314	1.00000	33	GO:0008308;GO:0015288;GO:0008142;GO:0097001;GO:0031210;GO:0015485;GO:0005524;GO:0017128
cluster_0768	1.00000	1.00000	1.00000	23	GO:0015459;GO:0004867;GO:0008200;GO:0090729
cluster_0769	0.82349	0.53722	1.00000	241	GO:0005525;GO:0016772
cluster_0770	0.95649	0.76020	1.00000	79	GO:0016722;GO:0008199;GO:0008198
cluster_0771	0.78202	0.25267	1.00000	261	GO:0008198;GO:0008199
cluster_0772	0.98137	0.66584	1.00000	725	GO:0004618;GO:0043531
cluster_0773	0.71680	0.39564	1.00000	74	GO:0004175;GO:0030234;GO:0140677;GO:0008234;GO:0008236
cluster_0774	0.76028	0.29477	1.00000	137	GO:0030414;GO:0061135;GO:0019834
cluster_0775	0.82086	0.27827	1.00000	194	GO:0004518
cluster_0776	0.83837	0.47859	1.00000	29	GO:0004630
cluster_0777	0.95794	0.70251	1.00000	39	GO:0015038
cluster_0778	0.95329	0.36972	1.00000	382	GO:0003697
cluster_0779	0.99174	0.88847	1.00000	27	GO:0004518
cluster_0780	0.92997	0.55283	1.00000	281	GO:0043771;GO:0004849
cluster_0781	0.95965	0.80258	1.00000	27	GO:0004483
cluster_0782	0.82312	0.56052	1.00000	36	GO:0004484;GO:0140818;GO:0004482;GO:0050355;GO:0005525;GO:0003723
cluster_0783	0.98661	0.91227	1.00000	22	GO:0003677;GO:0016787;GO:0005524
cluster_0784	0.91735	0.39826	1.00000	141	GO:0004089
cluster_0785	1.00000	1.00000	1.00000	15	GO:0017111;GO:0003677;GO:0005524
cluster_0786	0.74040	0.45685	1.00000	23	GO:0008173;GO:0008757
cluster_0787	0.87597	0.28357	1.00000	501	GO:0004540;GO:0016788;GO:0004519;GO:0000287
cluster_0788	1.00000	1.00000	1.00000	16	GO:0032549;GO:0003899
cluster_0789	0.83636	0.62500	1.00000	11	GO:0070053
cluster_0790	0.89434	0.25415	1.00000	415	GO:0005507
cluster_0791	0.98622	0.78363	1.00000	586	GO:0036430;GO:0036431
cluster_0792	0.58432	0.27604	1.00000	304	GO:0038023;GO:0005515
cluster_0793	0.78824	0.25845	1.00000	243	GO:0030234
cluster_0794	0.75094	0.38654	1.00000	203	GO:0016887;GO:0005515;GO:0042626;GO:0005524;GO:0170055;GO:0015085;GO:0022853;GO:0046872;GO:0044877
cluster_0795	0.91555	0.62318	1.00000	99	GO:0052716;GO:0005507
cluster_0796	0.82293	0.62500	1.00000	29	GO:0004044
cluster_0797	0.68297	0.29642	1.00000	49	GO:0004518;GO:0140098;GO:0016787
cluster_0798	0.73955	0.36949	1.00000	34	GO:0140566;GO:0140993;GO:0061733;GO:0140457;GO:0003712;GO:0016706;GO:0008270
cluster_0799	0.91951	0.25245	1.00000	1017	GO:0042802
cluster_0800	0.81736	0.28566	1.00000	581	GO:0008840
cluster_0801	0.83760	0.42743	1.00000	208	GO:0016833
cluster_0802	1.00000	1.00000	1.00000	13	GO:0008810;GO:0030246
cluster_0803	0.98199	0.84979	1.00000	18	GO:0090729;GO:0015267
cluster_0804	0.71321	0.37124	1.00000	70	GO:0005215;GO:0005198;GO:0042802
cluster_0805	0.64746	0.33700	1.00000	70	GO:0003682;GO:0003712;GO:0005515;GO:0003677;GO:0001067
cluster_0806	0.99722	0.50242	1.00000	721	GO:0043022
cluster_0807	0.94528	0.32143	1.00000	764	GO:0051087;GO:0044183
cluster_0808	0.97861	0.81818	1.00000	17	GO:1990782
cluster_0809	0.64728	0.28408	1.00000	406	GO:0003712
cluster_0810	0.86003	0.53426	1.00000	23	GO:0005055;GO:0043236
cluster_0811	0.81223	0.30346	1.00000	127	GO:0005509;GO:0030234;GO:0061891
cluster_0812	0.63889	0.27019	1.00000	183	GO:0005515;GO:0003723
cluster_0813	0.67253	0.33399	1.00000	103	GO:0019213;GO:0140993
cluster_0814	0.70625	0.30918	1.00000	239	GO:0140098;GO:0016788;GO:0003723;GO:0008170;GO:0046872;GO:0008757;GO:0004386
cluster_0815	0.64754	0.25052	1.00000	57	GO:0019899
cluster_0816	0.88126	0.68557	1.00000	20	GO:0098631
cluster_0817	1.00000	1.00000	1.00000	15	GO:0031593;GO:0008017
cluster_0818	0.90903	0.38296	1.00000	175	GO:0050839;GO:0005509
cluster_0819	0.86656	0.27073	1.00000	340	GO:0016538
cluster_0820	0.92359	0.37209	1.00000	243	GO:0004766
cluster_0821	0.87777	0.53196	1.00000	23	GO:0016647
cluster_0822	0.99557	0.94521	1.00000	238	GO:0003677;GO:0005524
cluster_0823	1.00000	1.00000	1.00000	2	GO:0050642
cluster_0824	1.00000	1.00000	1.00000	46	GO:0016985
cluster_0825	0.94108	0.68552	1.00000	188	GO:0008765
cluster_0826	0.86638	0.33064	1.00000	419	GO:0005200;GO:0005525
cluster_0827	1.00000	1.00000	1.00000	481	GO:0004055
cluster_0828	0.85840	0.45285	1.00000	34	GO:0047493;GO:0033188
cluster_0829	0.83667	0.34425	1.00000	280	GO:0048018
cluster_0830	0.85880	0.49695	1.00000	35	GO:0004553;GO:0016757
cluster_0831	0.67803	0.27440	1.00000	103	GO:0008289
cluster_0832	0.86855	0.61470	1.00000	22	GO:0033192;GO:0005516
cluster_0833	0.99708	0.76649	1.00000	585	GO:0003688;GO:0008289
cluster_0834	0.99605	0.65204	1.00000	508	GO:0003697
cluster_0835	0.99582	0.72008	1.00000	806	GO:0004019;GO:0005525;GO:0000287
cluster_0836	1.00000	1.00000	1.00000	594	GO:0052908
cluster_0837	1.00000	1.00000	1.00000	587	GO:0050515
cluster_0838	0.99341	0.66716	1.00000	572	GO:0019134;GO:0003977
cluster_0839	0.99693	0.88880	1.00000	287	GO:0004594
cluster_0840	1.00000	1.00000	1.00000	87	GO:0004824;GO:0000049;GO:0000287;GO:0140096;GO:0005524;GO:0016740
cluster_0841	0.99075	0.90096	1.00000	67	GO:1990424;GO:0004111
cluster_0842	0.99831	0.78047	1.00000	746	GO:0004818;GO:0000049;GO:0008270;GO:0005524
cluster_0843	0.99926	0.79366	1.00000	709	GO:0004817
cluster_0844	0.99986	0.79320	1.00000	4714	GO:0000049;GO:0019843;GO:0003735
cluster_0845	1.00000	1.00000	1.00000	616	GO:0070038
cluster_0846	0.99566	0.73066	1.00000	314	GO:0004417
cluster_0847	0.99812	0.66667	1.00000	332	GO:0004789
cluster_0848	0.99963	0.88264	1.00000	637	GO:0002935;GO:0070040;GO:0051539;GO:0000049;GO:0019843
cluster_0849	1.00000	1.00000	1.00000	48	GO:0004392
cluster_0850	0.99915	0.76453	1.00000	551	GO:0003855
cluster_0851	0.99923	0.89199	1.00000	282	GO:0004636
cluster_0852	0.99896	0.84842	1.00000	291	GO:0004635;GO:0004636
cluster_0853	0.99453	0.80956	1.00000	619	GO:0000107
cluster_0854	0.99766	0.53672	1.00000	593	GO:0003949
cluster_0855	0.99891	0.85012	1.00000	275	GO:0000107;GO:0004359;GO:0016829
cluster_0856	0.99905	0.77035	1.00000	484	GO:0004424
cluster_0857	0.99359	0.69546	1.00000	277	GO:0003879
cluster_0858	1.00000	1.00000	1.00000	61	GO:0004821
cluster_0859	0.99496	0.86274	1.00000	244	GO:0008564
cluster_0860	0.99854	0.97244	1.00000	96	GO:0015594
cluster_0861	0.93880	0.49946	1.00000	679	GO:0008716
cluster_0862	0.96414	0.35429	1.00000	364	GO:0004594
cluster_0863	1.00000	1.00000	1.00000	102	GO:0036370
cluster_0864	1.00000	1.00000	1.00000	72	GO:0047473
cluster_0865	0.77935	0.30403	1.00000	726	GO:0003924;GO:0005525;GO:0180051;GO:0043022
cluster_0866	1.00000	1.00000	1.00000	118	GO:0047200
cluster_0867	0.99608	0.84890	1.00000	77	GO:0050118
cluster_0868	0.99635	0.62865	1.00000	314	GO:0061799
cluster_0869	0.99878	0.69717	1.00000	635	GO:0003921
cluster_0870	1.00000	1.00000	1.00000	247	GO:0008818;GO:0051073
cluster_0871	1.00000	1.00000	1.00000	78	GO:0008851;GO:0031419
cluster_0872	1.00000	1.00000	1.00000	182	GO:0043780
cluster_0873	0.99773	0.67371	1.00000	287	GO:0015420
cluster_0874	1.00000	1.00000	1.00000	187	GO:0004826;GO:0000049;GO:0000287;GO:0140096;GO:0005524;GO:0016740
cluster_0875	0.99683	0.87001	1.00000	150	GO:0043023;GO:0030983;GO:0140664;GO:0004519;GO:0016887;GO:0019843;GO:0005524
cluster_0876	0.99950	0.85299	1.00000	593	GO:0009381
cluster_0877	1.00000	1.00000	1.00000	399	GO:0009022;GO:0000175;GO:0000049
cluster_0878	0.99946	0.84776	1.00000	566	GO:0004350;GO:0050661
cluster_0879	0.99814	0.75000	1.00000	665	GO:0003755;GO:0044183;GO:0043022
cluster_0880	0.99966	0.88927	1.00000	648	GO:0140662;GO:0046983;GO:0016887;GO:0008270;GO:0005524
cluster_0881	0.99380	0.34637	1.00000	699	GO:0004523;GO:0030145
cluster_0882	1.00000	1.00000	1.00000	256	GO:0047151;GO:0050660
cluster_0883	0.99958	0.96356	1.00000	343	GO:0009037
cluster_0884	1.00000	1.00000	1.00000	428	GO:0004298
cluster_0885	0.99763	0.91687	1.00000	416	GO:0036402;GO:0008233;GO:0016887
cluster_0886	1.00000	1.00000	1.00000	58	GO:0001217;GO:0000976;GO:0005525
cluster_0887	1.00000	1.00000	1.00000	461	GO:0043772
cluster_0888	1.00000	1.00000	1.00000	288	GO:0043768;GO:0005506
cluster_0889	0.99626	0.69335	1.00000	799	GO:0052381
cluster_0890	0.93979	0.45261	1.00000	486	GO:0004252
cluster_0891	0.99950	0.86142	1.00000	554	GO:0033862
cluster_0892	0.98534	0.44653	1.00000	802	GO:0043023
cluster_0893	1.00000	1.00000	1.00000	139	GO:0004827;GO:0002161;GO:0140096;GO:0005524;GO:0016740
cluster_0894	0.99806	0.83806	1.00000	732	GO:0003743;GO:0003924;GO:0005525
cluster_0895	1.00000	1.00000	1.00000	462	GO:0160148
cluster_0896	0.99689	0.68291	1.00000	335	GO:0004047;GO:0008483
cluster_0897	0.87363	0.30424	1.00000	199	GO:0004375
cluster_0898	0.99445	0.62283	1.00000	368	GO:0016594;GO:0004375;GO:0030170
cluster_0899	0.99710	0.41158	1.00000	1642	GO:0003746
cluster_0900	0.99619	0.63051	1.00000	812	GO:0004477;GO:0004488
cluster_0901	0.98714	0.75468	1.00000	450	GO:0008855
cluster_0902	0.88124	0.33274	1.00000	550	GO:0004518;GO:0140097;GO:0016788
cluster_0903	0.92944	0.37539	1.00000	584	GO:0030976;GO:0008661
cluster_0904	0.99742	0.50125	1.00000	269	GO:0034618
cluster_0905	0.97084	0.49317	1.00000	54	GO:0047761;GO:0008776
cluster_0906	0.99194	0.59149	1.00000	263	GO:0003998
cluster_0907	0.99909	0.92612	1.00000	162	GO:0004452;GO:0070402;GO:0010181;GO:0000287;GO:0016491
cluster_0908	0.99832	0.80233	1.00000	642	GO:0140664;GO:0003684;GO:0003697
cluster_0909	0.99786	0.77317	1.00000	596	GO:0030983;GO:0140664;GO:0003684
cluster_0910	0.96919	0.53943	1.00000	505	GO:0030983;GO:0140664;GO:0016887;GO:0005524
cluster_0911	1.00000	1.00000	1.00000	434	GO:0008762;GO:0071949
cluster_0912	0.83727	0.55867	1.00000	234	GO:0004427
cluster_0913	0.99168	0.68366	1.00000	393	GO:0043531;GO:0016776;GO:0004674
cluster_0914	1.00000	1.00000	1.00000	347	GO:0004820
cluster_0915	0.99745	0.90306	1.00000	76	GO:0004820
cluster_0916	0.99978	0.96593	1.00000	310	GO:0043024;GO:0070181;GO:0003924;GO:0005525
cluster_0917	0.99875	0.80195	1.00000	711	GO:0004222;GO:0004521;GO:0008270
cluster_0918	0.98441	0.57109	1.00000	655	GO:0031072
cluster_0919	0.98448	0.47895	1.00000	618	GO:0000774;GO:0051087;GO:0042803
cluster_0920	1.00000	1.00000	1.00000	373	GO:0004515
cluster_0921	0.95410	0.30655	1.00000	407	GO:0070063
cluster_0922	0.99640	0.95417	1.00000	123	GO:0004813;GO:0002161;GO:0000049;GO:0008270;GO:0140096;GO:0005524;GO:0016740
cluster_0923	0.99549	0.69772	1.00000	735	GO:0103016;GO:0000049;GO:0005524
cluster_0924	0.99849	0.92150	1.00000	104	GO:0004815
cluster_0925	0.99782	0.91362	1.00000	520	GO:0002055;GO:0003999;GO:0016208
cluster_0926	0.99896	0.75000	1.00000	483	GO:0008479
cluster_0927	1.00000	1.00000	1.00000	536	GO:0051075
cluster_0928	0.99660	0.51941	1.00000	735	GO:0000400;GO:0009378
cluster_0929	1.00000	1.00000	1.00000	397	GO:0004370
cluster_0930	1.00000	1.00000	1.00000	244	GO:0042286;GO:0008483;GO:0030170
cluster_0931	0.99692	0.63181	1.00000	477	GO:0004418
cluster_0932	0.99878	0.64395	1.00000	585	GO:0008883;GO:0050661
cluster_0933	0.99819	0.68596	1.00000	552	GO:0005525
cluster_0934	1.00000	1.00000	1.00000	111	GO:0004829;GO:0000049;GO:0140096;GO:0005524;GO:0016740;GO:0046872
cluster_0935	0.99976	0.96347	1.00000	605	GO:0008270;GO:0003677;GO:0005524
cluster_0936	0.89585	0.41872	1.00000	327	GO:0070095;GO:0003872;GO:0016208;GO:0048029;GO:0042802;GO:0005524;GO:0046872
cluster_0937	0.99959	0.89149	1.00000	533	GO:0003989;GO:0016743
cluster_0938	0.99683	0.72507	1.00000	565	GO:0003991
cluster_0939	0.99428	0.65616	1.00000	360	GO:0003942;GO:0070401;GO:0051287
cluster_0940	1.00000	1.00000	1.00000	267	GO:0140741;GO:0004810;GO:0000049;GO:0005524
cluster_0941	0.95043	0.47081	1.00000	308	GO:0004831;GO:0042803
cluster_0942	1.00000	1.00000	1.00000	674	GO:0008763
cluster_0943	1.00000	1.00000	1.00000	492	GO:0008176
cluster_0944	0.99796	0.52132	1.00000	972	GO:0004834
cluster_0945	1.00000	1.00000	1.00000	318	GO:0004640
cluster_0946	1.00000	1.00000	1.00000	365	GO:0004425;GO:0004640
cluster_0947	0.92466	0.44129	1.00000	611	GO:0004048
cluster_0948	1.00000	1.00000	1.00000	204	GO:0016803;GO:0016835
cluster_0949	0.99735	0.73288	1.00000	764	GO:0004823;GO:0002161
cluster_0950	0.99806	0.75060	1.00000	679	GO:0004478
cluster_0951	0.99752	0.81954	1.00000	264	GO:0070204;GO:0030976;GO:0030145;GO:0000287
cluster_0952	0.96306	0.42192	1.00000	328	GO:0003871
cluster_0953	1.00000	1.00000	1.00000	97	GO:0017110
cluster_0954	1.00000	1.00000	1.00000	153	GO:0000034
cluster_0955	1.00000	1.00000	1.00000	1045	GO:0050566;GO:0050567
cluster_0956	0.99959	0.84828	1.00000	734	GO:0050567
cluster_0957	0.99883	0.69712	1.00000	547	GO:0003911
cluster_0958	0.99323	0.96634	1.00000	54	GO:0120536
cluster_0959	0.99546	0.75000	1.00000	472	GO:0004643;GO:0003937
cluster_0960	0.99425	0.78170	1.00000	489	GO:0004641;GO:0004637
cluster_0961	0.99915	0.88198	1.00000	278	GO:0004642
cluster_0962	0.98146	0.82836	1.00000	200	GO:0004642;GO:0004359
cluster_0963	0.99962	0.89965	1.00000	533	GO:0004639
cluster_0964	0.97476	0.87618	1.00000	302	GO:0004177;GO:0034701;GO:0008237;GO:0008270
cluster_0965	0.99983	0.94424	1.00000	669	GO:0052906
cluster_0966	0.99227	0.66536	1.00000	339	GO:0004525;GO:0003725;GO:0042802;GO:0019843
cluster_0967	0.99086	0.47594	1.00000	445	GO:0000035;GO:0000036
cluster_0968	1.00000	1.00000	1.00000	571	GO:0043811
cluster_0969	0.99466	0.41847	1.00000	699	GO:0004479
cluster_0970	0.99982	0.95003	1.00000	550	GO:0004590
cluster_0971	1.00000	1.00000	1.00000	82	GO:0004589
cluster_0972	0.88349	0.58884	1.00000	133	GO:0051537;GO:0009055;GO:0050660;GO:0016491;GO:0046872;GO:0048038;GO:0051539;GO:0015453;GO:0022853;GO:0015078
cluster_0973	0.85514	0.51674	1.00000	469	GO:0004088;GO:0004087;GO:0004359;GO:0005524
cluster_0974	1.00000	1.00000	1.00000	138	GO:0004038;GO:0004151
cluster_0975	0.99858	0.71451	1.00000	706	GO:0004070;GO:0016597
cluster_0976	1.00000	1.00000	1.00000	126	GO:0004845
cluster_0977	0.94776	0.34481	1.00000	297	GO:0004731
cluster_0978	1.00000	1.00000	1.00000	60	GO:0033743
cluster_0979	0.99993	0.98950	1.00000	306	GO:0008113;GO:0033744
cluster_0980	0.99947	0.88419	1.00000	433	GO:0004799
cluster_0981	1.00000	1.00000	1.00000	297	GO:0004329
cluster_0982	1.00000	1.00000	1.00000	33	GO:0030145;GO:0046983;GO:0003700;GO:0003677
cluster_0983	0.99948	0.95442	1.00000	175	GO:0000310
cluster_0984	1.00000	1.00000	1.00000	108	GO:0008821
cluster_0985	0.99675	0.92192	1.00000	95	GO:0004816
cluster_0986	1.00000	1.00000	1.00000	412	GO:0004068
cluster_0987	0.99971	0.92200	1.00000	533	GO:0004592
cluster_0988	0.99842	0.69473	1.00000	576	GO:0003864
cluster_0989	1.00000	1.00000	1.00000	203	GO:0008929
cluster_0990	0.99664	0.77181	1.00000	562	GO:0008839;GO:0050661;GO:0051287
cluster_0991	1.00000	1.00000	1.00000	589	GO:0003866
cluster_0992	0.99514	0.73435	1.00000	512	GO:0004400;GO:0030170
cluster_0993	0.99889	0.72089	1.00000	532	GO:0003856
cluster_0994	1.00000	1.00000	1.00000	106	GO:0043770
cluster_0995	0.93627	0.36579	1.00000	598	GO:0003933;GO:0005525;GO:0008270
cluster_0996	0.99716	0.80178	1.00000	278	GO:0008973;GO:0030145;GO:0000287
cluster_0997	0.98890	0.74227	1.00000	223	GO:0004324;GO:0050660;GO:0050661
cluster_0998	0.99875	0.85786	1.00000	227	GO:0003887;GO:0003684;GO:0000287
cluster_0999	0.99906	0.85030	1.00000	318	GO:0003985;GO:0003852;GO:0030145
cluster_1000	0.99304	0.34176	1.00000	569	GO:0003861;GO:0051539
cluster_1001	0.99629	0.67486	1.00000	520	GO:0003861
cluster_1002	0.99935	0.89014	1.00000	338	GO:0004139
cluster_1003	0.99929	0.86844	1.00000	424	GO:0008837
cluster_1004	1.00000	1.00000	1.00000	532	GO:0004822;GO:0002161;GO:0000049;GO:0008270;GO:0005524
cluster_1005	1.00000	1.00000	1.00000	588	GO:0051991;GO:0050511
cluster_1006	1.00000	1.00000	1.00000	619	GO:0051992;GO:0008963
cluster_1007	1.00000	1.00000	1.00000	845	GO:0071424
cluster_1008	0.99848	0.88273	1.00000	154	GO:0016879;GO:0000049;GO:0005524
cluster_1009	0.99957	0.94178	1.00000	543	GO:0008495
cluster_1010	0.99775	0.55444	1.00000	1050	GO:0140662;GO:0016853;GO:0005524
cluster_1011	0.99822	0.52700	1.00000	709	GO:0061711;GO:0005506
cluster_1012	0.99594	0.75000	1.00000	612	GO:0004056
cluster_1013	1.00000	1.00000	1.00000	176	GO:0036381
cluster_1014	0.99957	0.86107	1.00000	652	GO:0008966;GO:0004615
cluster_1015	0.98594	0.41314	1.00000	415	GO:0030674
cluster_1016	0.99806	0.75000	1.00000	514	GO:0004853
cluster_1017	0.99924	0.94673	1.00000	140	GO:0043138;GO:0008408;GO:0003690;GO:0016887
cluster_1018	0.99287	0.90181	1.00000	85	GO:0008409;GO:0004386;GO:0051539;GO:0003690
cluster_1019	0.95799	0.30680	1.00000	643	GO:0004347;GO:0048029
cluster_1020	0.99891	0.84763	1.00000	280	GO:0004619;GO:0030145
cluster_1021	1.00000	1.00000	1.00000	35	GO:0003959;GO:0010181;GO:0050661
cluster_1022	0.93896	0.42355	1.00000	493	GO:0005525
cluster_1023	0.98498	0.87956	1.00000	31	GO:0004427;GO:0008967
cluster_1024	1.00000	1.00000	1.00000	536	GO:0008961
cluster_1025	1.00000	1.00000	1.00000	213	GO:0004712;GO:0000155;GO:0004674;GO:0000287;GO:0005524
cluster_1026	1.00000	1.00000	1.00000	573	GO:0008564
cluster_1027	0.99934	0.78693	1.00000	678	GO:0046961;GO:0046933
cluster_1028	0.99837	0.78498	1.00000	491	GO:0004845;GO:0005525;GO:0000287
cluster_1029	0.99999	0.99903	1.00000	967	GO:0016149
cluster_1030	1.00000	1.00000	1.00000	440	GO:0004413
cluster_1031	0.95845	0.64488	1.00000	120	GO:0003899
cluster_1032	0.99958	0.84460	1.00000	739	GO:0004814
cluster_1033	1.00000	1.00000	1.00000	589	GO:0160147
cluster_1034	1.00000	1.00000	1.00000	71	GO:0015087;GO:0042626;GO:0016887
cluster_1035	0.99574	0.86245	1.00000	217	GO:0004017
cluster_1036	0.99910	0.86461	1.00000	1436	GO:0008097
cluster_1037	0.99878	0.63694	1.00000	849	GO:0000049;GO:0003735
cluster_1038	0.99938	0.85027	1.00000	805	GO:0003746;GO:0003924;GO:0005525;GO:0000287
cluster_1039	0.98242	0.54207	1.00000	682	GO:0003746;GO:0003924;GO:0005525
cluster_1040	0.98080	0.47835	1.00000	221	GO:0008556
cluster_1041	0.98554	0.58333	1.00000	235	GO:0030955;GO:0008556
cluster_1042	0.99857	0.76498	1.00000	598	GO:0004798
cluster_1043	1.00000	1.00000	1.00000	152	GO:0004828
cluster_1044	0.99587	0.96904	1.00000	15	GO:0004363;GO:0004357
cluster_1045	1.00000	1.00000	1.00000	142	GO:0047465
cluster_1046	0.99862	0.65877	1.00000	679	GO:0070043
cluster_1047	0.99799	0.59912	1.00000	509	GO:0004526;GO:0042781;GO:0000049
cluster_1048	0.95642	0.37164	1.00000	89	GO:0016210
cluster_1049	0.73007	0.26664	1.00000	190	GO:0038024
cluster_1050	0.90278	0.75000	1.00000	9	GO:0035035
cluster_1051	0.66550	0.38417	1.00000	77	GO:0015108;GO:0005253;GO:0022836;GO:0008324;GO:0160133;GO:0022804;GO:0005515;GO:0017128
cluster_1052	0.98077	0.75000	1.00000	26	GO:0120170
cluster_1053	0.71265	0.42696	1.00000	98	GO:0016877;GO:0140657;GO:0005524;GO:0140096
cluster_1054	1.00000	1.00000	1.00000	176	GO:0008924;GO:0047545
cluster_1055	0.97671	0.83333	1.00000	54	GO:0008660;GO:0019148
cluster_1056	0.98853	0.85299	1.00000	124	GO:0008824
cluster_1057	0.98738	0.61728	1.00000	178	GO:0003934
cluster_1058	0.99632	0.61909	1.00000	366	GO:0030060
cluster_1059	0.98074	0.89705	1.00000	49	GO:0047580
cluster_1060	0.88585	0.66787	1.00000	38	GO:0050346;GO:0047580
cluster_1061	0.86998	0.26129	1.00000	352	GO:0009032;GO:0004850;GO:0047975;GO:0004645
cluster_1062	0.98359	0.80513	1.00000	130	GO:0015611
cluster_1063	0.99841	0.83817	1.00000	248	GO:0033232
cluster_1064	0.99486	0.72316	1.00000	112	GO:0050343;GO:0004318;GO:0051287
cluster_1065	0.96936	0.89540	1.00000	79	GO:0015407;GO:0015146
