cluster_id	sim_ave	sim_min	sim_max	size	composed_go
cluster_1427	0.76368	0.25571	1.00000	28	GO:0008879
cluster_1428	0.99888	0.83227	1.00000	346	GO:0015415
cluster_1429	0.96643	0.76500	1.00000	14	GO:0008976
cluster_1430	0.93263	0.51764	1.00000	21	GO:0008935
cluster_1431	0.71036	0.29045	1.00000	192	GO:0008094;GO:0003677;GO:0140612;GO:0003682;GO:0005524;GO:0000150;GO:0004386;GO:0005515;GO:0016787
cluster_1432	0.83460	0.37706	1.00000	19	GO:0008830
cluster_1433	0.84658	0.31956	1.00000	36	GO:0008460
cluster_1434	0.99434	0.95341	1.00000	21	GO:0035731;GO:0047134
cluster_1435	0.99964	0.99672	1.00000	53	GO:0000703;GO:0140078;GO:0003684;GO:0008270
cluster_1436	0.95354	0.70749	1.00000	18	GO:0052618;GO:0052619
cluster_1437	0.68519	0.27691	1.00000	79	GO:0003712
cluster_1438	0.74387	0.46103	1.00000	44	GO:0035375;GO:0050348;GO:0004144
cluster_1439	0.94299	0.64121	1.00000	32	GO:1990610;GO:0003984
cluster_1440	0.68206	0.32051	1.00000	196	GO:0046872
cluster_1441	1.00000	1.00000	1.00000	11	GO:0008658
cluster_1442	0.98927	0.92499	1.00000	17	GO:0033850;GO:0008834;GO:0030145;GO:0000287
cluster_1443	0.98655	0.80809	1.00000	62	GO:0043866;GO:0004604
cluster_1444	1.00000	1.00000	1.00000	3	GO:0016414
cluster_1445	0.93373	0.76331	1.00000	25	GO:0004352
cluster_1446	0.74454	0.55499	1.00000	25	GO:0016780;GO:0016757
cluster_1447	0.98271	0.91441	1.00000	45	GO:0102559
cluster_1448	0.97401	0.79208	1.00000	16	GO:0008666
cluster_1449	0.98231	0.93733	1.00000	18	GO:0033850;GO:0045547
cluster_1450	0.98232	0.90668	1.00000	20	GO:0015413
cluster_1451	0.69350	0.27950	1.00000	67	GO:0016782
cluster_1452	0.97512	0.90315	1.00000	19	GO:0035485;GO:0000701;GO:0032357;GO:0034039;GO:0051539
cluster_1453	0.70532	0.49912	1.00000	8	GO:0052706;GO:0061686
cluster_1454	0.59979	0.28366	1.00000	65	GO:0008483
cluster_1455	1.00000	1.00000	1.00000	71	GO:0070628
cluster_1456	0.99714	0.88974	1.00000	77	GO:0016722;GO:0008199
cluster_1457	0.70744	0.36894	1.00000	52	GO:0042802;GO:0016491
cluster_1458	0.92967	0.55227	1.00000	53	GO:0004556;GO:0005509
cluster_1459	0.97447	0.58542	1.00000	39	GO:0004512
cluster_1460	0.99275	0.83333	1.00000	46	GO:0003842;GO:0004657
cluster_1461	0.97844	0.71016	1.00000	29	GO:0003917
cluster_1462	0.99272	0.68283	1.00000	155	GO:0016788
cluster_1463	0.78726	0.41445	1.00000	68	GO:0016209
cluster_1464	0.98696	0.76109	1.00000	49	GO:0016765;GO:0000287
cluster_1465	0.93119	0.51476	1.00000	52	GO:0004491;GO:0018478
cluster_1466	1.00000	1.00000	1.00000	31	GO:0047590
cluster_1467	1.00000	1.00000	1.00000	25	GO:0102481;GO:0003984;GO:0030976;GO:0050660;GO:0000287
cluster_1468	1.00000	1.00000	1.00000	38	GO:0050114
cluster_1469	1.00000	1.00000	1.00000	133	GO:0016920
cluster_1470	0.95008	0.63708	1.00000	28	GO:0003810
cluster_1471	0.98945	0.75727	1.00000	46	GO:0046522
cluster_1472	1.00000	1.00000	1.00000	27	GO:0043715;GO:0016984
cluster_1473	0.96842	0.63227	1.00000	183	GO:0046570
cluster_1474	0.98982	0.65805	1.00000	158	GO:0010308;GO:0010309;GO:0016151;GO:0005506
cluster_1475	1.00000	1.00000	1.00000	34	GO:0050560;GO:0004815
cluster_1476	1.00000	1.00000	1.00000	116	GO:0004825
cluster_1477	1.00000	1.00000	1.00000	159	GO:0004797
cluster_1478	0.78920	0.43477	1.00000	62	GO:0008757;GO:0140102;GO:0008173
cluster_1479	1.00000	1.00000	1.00000	94	GO:0050518;GO:0008685
cluster_1480	0.99771	0.87174	1.00000	112	GO:0050570;GO:0050897;GO:0051287;GO:0000287;GO:0008270
cluster_1481	0.87553	0.43748	1.00000	139	GO:0004125
cluster_1482	0.94223	0.84215	1.00000	18	GO:0052855;GO:0052856
cluster_1483	0.84224	0.27066	1.00000	47	GO:0050278;GO:0042132
cluster_1484	0.98180	0.94884	1.00000	23	GO:0043870;GO:0003942;GO:0070401;GO:0051287
cluster_1485	1.00000	1.00000	1.00000	25	GO:0043744;GO:0003991
cluster_1486	0.99300	0.95612	1.00000	24	GO:0047294;GO:0000107
cluster_1487	0.83787	0.48174	1.00000	28	GO:0090729;GO:0098772
cluster_1488	0.72195	0.26955	1.00000	92	GO:0008233
cluster_1489	0.78460	0.40250	1.00000	48	GO:0043295;GO:0004364
cluster_1490	0.98855	0.90843	1.00000	16	GO:0016168;GO:0005506;GO:0009055;GO:0016491
cluster_1491	1.00000	1.00000	1.00000	28	GO:0016682;GO:0016168;GO:0005506;GO:0009055
cluster_1492	0.99605	0.78624	1.00000	673	GO:0016984;GO:0004497;GO:0000287
cluster_1493	1.00000	1.00000	1.00000	50	GO:0019843;GO:0003735;GO:0016740
cluster_1494	0.77917	0.45488	1.00000	61	GO:0003711
cluster_1495	0.99102	0.86508	1.00000	222	GO:0004831
cluster_1496	0.85848	0.31069	1.00000	171	GO:0005315
cluster_1497	0.64138	0.34674	1.00000	374	GO:0061630
cluster_1498	0.92150	0.73252	1.00000	23	GO:0004630;GO:0005509
cluster_1499	0.60847	0.25616	1.00000	100	GO:0036002;GO:0008270;GO:0017070
cluster_1500	0.76329	0.33563	1.00000	42	GO:0035091;GO:0005543
cluster_1501	1.00000	1.00000	1.00000	23	GO:0052816
cluster_1502	0.87838	0.62527	1.00000	70	GO:0008641;GO:0004792;GO:0061604;GO:0070566
cluster_1503	0.75288	0.41292	1.00000	131	GO:0004536;GO:0016788;GO:0004519
cluster_1504	NA	NA	NA	1	GO:0002196
cluster_1505	0.93840	0.85670	1.00000	7	GO:0043515;GO:0008017
cluster_1506	0.90237	0.41667	1.00000	244	GO:0046961
cluster_1507	0.82607	0.52942	1.00000	17	GO:0008097
cluster_1508	0.73262	0.35541	1.00000	45	GO:0060090
cluster_1509	0.59933	0.26438	1.00000	109	GO:0008201
cluster_1510	0.69997	0.36326	1.00000	28	GO:0050308
cluster_1511	0.93481	0.52146	1.00000	52	GO:0005085;GO:0003746
cluster_1512	0.97919	0.65551	1.00000	95	GO:0008697
cluster_1513	0.98179	0.68135	1.00000	35	GO:0008735
cluster_1514	0.78411	0.35578	1.00000	155	GO:0009055
cluster_1515	0.96767	0.75000	1.00000	84	GO:0019150;GO:0008741
cluster_1516	0.98934	0.87210	1.00000	24	GO:1904680
cluster_1517	0.99153	0.88187	1.00000	73	GO:0045182
cluster_1518	1.00000	1.00000	1.00000	61	GO:0005247;GO:0015297
cluster_1519	0.98971	0.72220	1.00000	54	GO:0008832
cluster_1520	0.99629	0.69592	1.00000	188	GO:0008773;GO:0008081
cluster_1521	0.74473	0.39589	1.00000	114	GO:0016790;GO:0098599;GO:0052689;GO:0160215;GO:0140096
cluster_1522	0.66897	0.29777	1.00000	122	GO:0016491;GO:0046872
cluster_1523	0.99703	0.91690	1.00000	56	GO:0002145
cluster_1524	1.00000	1.00000	1.00000	80	GO:0050385;GO:0004848
cluster_1525	0.99084	0.87923	1.00000	77	GO:0046917
cluster_1526	1.00000	1.00000	1.00000	33	GO:0050519
cluster_1527	0.96647	0.52986	1.00000	142	GO:0001530
cluster_1528	0.84405	0.33863	1.00000	180	GO:0004819
cluster_1529	0.98364	0.51084	1.00000	146	GO:0017057
cluster_1530	1.00000	1.00000	1.00000	53	GO:0003681
cluster_1531	0.99489	0.95579	1.00000	66	GO:0052614;GO:0008726
cluster_1532	0.98693	0.90196	1.00000	15	GO:0004325;GO:0004601;GO:0020037
cluster_1533	0.98248	0.82758	1.00000	44	GO:0016747;GO:0016741
cluster_1534	1.00000	1.00000	1.00000	36	GO:0019165
cluster_1535	1.00000	1.00000	1.00000	65	GO:0045127
cluster_1536	0.99290	0.94322	1.00000	16	GO:0004787;GO:0017110
cluster_1537	0.99999	0.99963	1.00000	101	GO:0004555
cluster_1538	1.00000	1.00000	1.00000	38	GO:0009026;GO:0008926
cluster_1539	1.00000	1.00000	1.00000	125	GO:0015144
cluster_1540	1.00000	1.00000	1.00000	113	GO:0015199;GO:0015606;GO:0015220;GO:0015297
cluster_1541	0.98038	0.74500	1.00000	26	GO:0004146
cluster_1542	0.98990	0.81434	1.00000	61	GO:0009000;GO:0031071;GO:0030170
cluster_1543	0.99459	0.90000	1.00000	37	GO:0052733;GO:0052734;GO:0030266;GO:0004764
cluster_1544	0.83014	0.32861	1.00000	114	GO:0090482
cluster_1545	0.99728	0.92522	1.00000	55	GO:0036311;GO:0019213
cluster_1546	1.00000	1.00000	1.00000	48	GO:0008791
cluster_1547	1.00000	1.00000	1.00000	26	GO:0043825;GO:0003992;GO:0030170;GO:0042802
cluster_1548	0.91240	0.49841	1.00000	80	GO:0010945
cluster_1549	0.98251	0.64141	1.00000	41	GO:0003825
cluster_1550	1.00000	1.00000	1.00000	139	GO:0003774
cluster_1551	0.86643	0.49323	1.00000	46	GO:0036524;GO:0019172;GO:0016790
cluster_1552	0.99346	0.82512	1.00000	106	GO:0016679;GO:0010181;GO:0020037;GO:0009055
cluster_1553	0.94086	0.51083	1.00000	185	GO:0042910
cluster_1554	0.80709	0.35007	1.00000	272	GO:0001727
cluster_1555	1.00000	1.00000	1.00000	13	GO:0046583;GO:0015099
cluster_1556	0.98771	0.82563	1.00000	105	GO:0003746;GO:0000049
cluster_1557	1.00000	1.00000	1.00000	63	GO:0070205
cluster_1558	0.99909	0.97632	1.00000	52	GO:0004222;GO:0004252
cluster_1559	0.78452	0.34364	1.00000	126	GO:0008410
cluster_1560	0.82749	0.56236	1.00000	220	GO:0016773;GO:0030955;GO:0016301;GO:0000287;GO:0005524
cluster_1561	0.64511	0.27863	1.00000	152	GO:0030145
cluster_1562	1.00000	1.00000	1.00000	37	GO:0016818
cluster_1563	0.99573	0.79230	1.00000	134	GO:0051537;GO:0005506;GO:0003690;GO:0003700
cluster_1564	0.99701	0.84011	1.00000	107	GO:0008861
cluster_1565	0.99339	0.66965	1.00000	100	GO:0004604
cluster_1566	0.99619	0.88572	1.00000	60	GO:0008790;GO:0008736;GO:0030145
cluster_1567	0.98886	0.82424	1.00000	59	GO:0036373;GO:0042806
cluster_1568	0.90271	0.25452	1.00000	80	GO:0051978
cluster_1569	0.99339	0.88746	1.00000	56	GO:0008779;GO:0008922;GO:0031956
cluster_1570	0.91491	0.32607	1.00000	96	GO:0005542
cluster_1571	1.00000	1.00000	1.00000	42	GO:0004366;GO:0043772
cluster_1572	0.99946	0.98734	1.00000	47	GO:0019161;GO:0033094
cluster_1573	1.00000	1.00000	1.00000	132	GO:0008880
cluster_1574	1.00000	1.00000	1.00000	93	GO:0097367
cluster_1575	1.00000	1.00000	1.00000	72	GO:0097216;GO:0003743;GO:0003924;GO:0005525
cluster_1576	0.78509	0.26425	1.00000	128	GO:0005525;GO:0003723;GO:0003924;GO:0005524
cluster_1577	1.00000	1.00000	1.00000	81	GO:0008747
cluster_1578	0.99754	0.75000	1.00000	203	GO:0097163;GO:0016783
cluster_1579	1.00000	1.00000	1.00000	52	GO:0015503
cluster_1580	0.99955	0.98375	1.00000	72	GO:0003911
cluster_1581	1.00000	1.00000	1.00000	86	GO:0004071
cluster_1582	1.00000	1.00000	1.00000	58	GO:0102031;GO:0008417
cluster_1583	0.99638	0.78275	1.00000	120	GO:0008199
cluster_1584	0.98803	0.58810	1.00000	72	GO:0008740;GO:0030145
cluster_1585	0.97939	0.90727	1.00000	64	GO:0008993;GO:0004370
cluster_1586	1.00000	1.00000	1.00000	57	GO:0015153;GO:0015293
cluster_1587	0.79812	0.43854	1.00000	287	GO:0016668;GO:0050660
cluster_1588	0.66292	0.25297	1.00000	124	GO:0003779;GO:0051371;GO:0015420;GO:0015288;GO:0044877;GO:0046872
cluster_1589	0.99927	0.94108	1.00000	161	GO:0000104
cluster_1590	1.00000	1.00000	1.00000	126	GO:0008927;GO:0008198;GO:0030145
cluster_1591	0.99074	0.75000	1.00000	54	GO:0043856
cluster_1592	0.98400	0.82113	1.00000	65	GO:0004619;GO:0016791
cluster_1593	1.00000	1.00000	1.00000	39	GO:0005506;GO:0051539
cluster_1594	0.95475	0.82935	1.00000	33	GO:0051907
cluster_1595	0.97119	0.41984	1.00000	467	GO:0003755
cluster_1596	0.98239	0.60003	1.00000	59	GO:0004730
cluster_1597	0.74014	0.36334	1.00000	98	GO:0008893;GO:0034432
cluster_1598	0.99431	0.69855	1.00000	106	GO:0016151;GO:0008270
cluster_1599	1.00000	1.00000	1.00000	45	GO:0120547;GO:0016653
cluster_1600	0.96288	0.51910	1.00000	61	GO:0033735
cluster_1601	0.77001	0.43395	1.00000	120	GO:0008201;GO:0008083
cluster_1602	0.85156	0.31790	1.00000	78	GO:0031419
cluster_1603	1.00000	1.00000	1.00000	24	GO:0030570
cluster_1604	0.99218	0.83044	1.00000	75	GO:0004557
cluster_1605	1.00000	1.00000	1.00000	52	GO:0098808;GO:0003743
cluster_1606	1.00000	1.00000	1.00000	12	GO:1990756;GO:0043130;GO:0140299;GO:0042802
cluster_1607	0.75863	0.39322	1.00000	123	GO:0060090;GO:0030234;GO:0140677
cluster_1608	0.88936	0.64998	1.00000	66	GO:0090524
cluster_1609	0.82308	0.30454	1.00000	154	GO:0031369;GO:0003743
cluster_1610	0.83283	0.36409	1.00000	456	GO:0016887;GO:0003677;GO:0005524;GO:0140640
cluster_1611	0.99874	0.83333	1.00000	265	GO:0004358;GO:0004042
cluster_1612	0.98076	0.75000	1.00000	32	GO:0004856
cluster_1613	0.90778	0.36910	1.00000	105	GO:0051731
cluster_1614	0.68530	0.31283	1.00000	75	GO:0004553
cluster_1615	0.94746	0.64683	1.00000	182	GO:0004239;GO:0070006
cluster_1616	0.98875	0.84817	1.00000	27	GO:0030983;GO:0140664
cluster_1617	0.71943	0.42236	1.00000	165	GO:0017069
cluster_1618	0.98050	0.89851	1.00000	29	GO:0019135
cluster_1619	0.98009	0.77815	1.00000	31	GO:0004535
cluster_1620	0.82764	0.56022	1.00000	19	GO:0000822
cluster_1621	0.84868	0.25164	1.00000	246	GO:0004399;GO:0051287;GO:0008270;GO:0031320;GO:0003939
cluster_1622	0.89635	0.65003	1.00000	46	GO:0015923
cluster_1623	0.99322	0.87114	1.00000	38	GO:0008265;GO:0030151;GO:0030170;GO:0016829
cluster_1624	0.99446	0.78404	1.00000	78	GO:0047911;GO:0004650
cluster_1625	1.00000	1.00000	1.00000	76	GO:0030366
cluster_1626	0.99016	0.91637	1.00000	137	GO:0009003;GO:0004252
cluster_1627	0.81937	0.39757	1.00000	142	GO:0030515
cluster_1628	0.80138	0.35410	1.00000	71	GO:0004672
cluster_1629	1.00000	1.00000	1.00000	75	GO:0097177
cluster_1630	1.00000	1.00000	1.00000	28	GO:0046558
cluster_1631	0.97745	0.81963	1.00000	16	GO:0061711;GO:0008252;GO:0031490
cluster_1632	1.00000	1.00000	1.00000	28	GO:0044183;GO:0000287;GO:0005524
cluster_1633	0.93764	0.50000	1.00000	116	GO:0004721
cluster_1634	1.00000	1.00000	1.00000	21	GO:0019002;GO:0004019;GO:0016208;GO:0005525;GO:0000287
cluster_1635	0.92224	0.30733	1.00000	45	GO:0004571
cluster_1636	0.93059	0.62142	1.00000	70	GO:0004764;GO:0003855;GO:0003866;GO:0004765;GO:0003856
cluster_1637	1.00000	1.00000	1.00000	14	GO:1990447;GO:1990446;GO:0003724;GO:0016887
cluster_1638	0.76407	0.33948	1.00000	68	GO:0180051
cluster_1639	0.98466	0.95371	1.00000	39	GO:0031369;GO:0003743;GO:0008237
cluster_1640	0.90802	0.29588	1.00000	203	GO:0019888;GO:0019212
cluster_1641	0.80899	0.31149	1.00000	188	GO:0030234;GO:0140677;GO:0008270
cluster_1642	0.59874	0.31041	1.00000	141	GO:0019899;GO:0043130;GO:0019904;GO:0005102;GO:0044877;GO:0042802
cluster_1643	0.95291	0.80984	1.00000	15	GO:0046555
cluster_1644	0.96207	0.83333	1.00000	47	GO:0000149
cluster_1645	0.76164	0.32678	1.00000	182	GO:0030674;GO:0008289;GO:1902936
cluster_1646	0.98162	0.70198	1.00000	98	GO:0030570
cluster_1647	1.00000	1.00000	1.00000	11	GO:0031218;GO:0015926
cluster_1648	0.98003	0.92868	1.00000	25	GO:0046576;GO:0004650
cluster_1649	1.00000	1.00000	1.00000	13	GO:0090422
cluster_1650	0.98095	0.66667	1.00000	35	GO:0000774
cluster_1651	0.95419	0.91001	1.00000	11	GO:0033745;GO:0033743;GO:0003779
cluster_1652	0.95718	0.72757	1.00000	25	GO:0015386
cluster_1653	1.00000	1.00000	1.00000	15	GO:0048039;GO:0008137
cluster_1654	1.00000	1.00000	1.00000	13	GO:0004176;GO:0004252
cluster_1655	0.90410	0.51971	1.00000	25	GO:0015066;GO:0004867
cluster_1656	1.00000	1.00000	1.00000	12	GO:0008894;GO:0004309
cluster_1657	0.96961	0.94150	1.00000	22	GO:0008980;GO:0008776
cluster_1658	1.00000	1.00000	1.00000	41	GO:0047134
cluster_1659	0.99643	0.84654	1.00000	86	GO:0004824;GO:0016880;GO:0000049;GO:0005524
cluster_1660	1.00000	1.00000	1.00000	104	GO:0004357
cluster_1661	1.00000	1.00000	1.00000	141	GO:0003824
cluster_1662	0.79734	0.33319	1.00000	42	GO:0016747
cluster_1663	1.00000	1.00000	1.00000	27	GO:0008657
cluster_1664	1.00000	1.00000	1.00000	50	GO:0008770
cluster_1665	0.63071	0.25666	1.00000	79	GO:0016773;GO:0016301
cluster_1666	1.00000	1.00000	1.00000	21	GO:0043825
cluster_1667	0.99971	0.99126	1.00000	61	GO:0005506;GO:0051536;GO:0003677
cluster_1668	0.97267	0.44734	1.00000	48	GO:0019148
cluster_1669	0.92910	0.86201	1.00000	23	GO:0050097;GO:0031419
cluster_1670	0.88302	0.39913	1.00000	44	GO:0005518
cluster_1671	1.00000	1.00000	1.00000	109	GO:0019843
cluster_1672	1.00000	1.00000	1.00000	113	GO:0003887;GO:0008408
cluster_1673	1.00000	1.00000	1.00000	46	GO:0008715
cluster_1674	0.79531	0.31289	1.00000	113	GO:0004601
cluster_1675	0.88591	0.29112	1.00000	141	GO:0043130
cluster_1676	0.63411	0.30078	1.00000	10	GO:0016831
cluster_1677	0.82496	0.38356	1.00000	24	GO:0140670
cluster_1678	0.85648	0.43014	1.00000	57	GO:0019902
cluster_1679	0.75428	0.38583	1.00000	26	GO:0004720;GO:0005507
cluster_1680	1.00000	1.00000	1.00000	11	GO:0033925
cluster_1681	0.96286	0.50000	1.00000	53	GO:0140911
cluster_1682	0.60837	0.26519	1.00000	96	GO:0050840
cluster_1683	0.96530	0.80913	1.00000	11	GO:0003680
cluster_1684	0.65029	0.40881	1.00000	58	GO:0030234;GO:0044877;GO:0140677;GO:0140678;GO:0005515
cluster_1685	1.00000	1.00000	1.00000	26	GO:0043740
cluster_1686	1.00000	1.00000	1.00000	43	GO:0050567;GO:0004812
cluster_1687	1.00000	1.00000	1.00000	37	GO:0017111;GO:0005524
cluster_1688	0.96510	0.74515	1.00000	66	GO:0003689
cluster_1689	1.00000	1.00000	1.00000	52	GO:0004831
cluster_1690	0.93559	0.67531	1.00000	73	GO:0070180;GO:0008270;GO:0003735
cluster_1691	0.97953	0.79960	1.00000	59	GO:0000213
cluster_1692	1.00000	1.00000	1.00000	47	GO:0047100;GO:0004365;GO:0008839;GO:0050661;GO:0051287
cluster_1693	1.00000	1.00000	1.00000	28	GO:0052684;GO:0004834;GO:0030170
cluster_1694	0.98987	0.94391	1.00000	31	GO:0052855;GO:0052856
cluster_1695	0.99388	0.64095	1.00000	237	GO:0008984;GO:0050568;GO:0000156
cluster_1696	0.90049	0.38059	1.00000	83	GO:0004564
cluster_1697	0.95411	0.79544	1.00000	40	GO:0033863
cluster_1698	1.00000	1.00000	1.00000	48	GO:0033990
cluster_1699	1.00000	1.00000	1.00000	62	GO:0003920
cluster_1700	1.00000	1.00000	1.00000	12	GO:0052914
cluster_1701	1.00000	1.00000	1.00000	89	GO:0015648;GO:0008955
cluster_1702	1.00000	1.00000	1.00000	17	GO:0015441;GO:0015421
cluster_1703	1.00000	1.00000	1.00000	51	GO:0008666
cluster_1704	0.75464	0.52417	1.00000	43	GO:0016823
cluster_1705	0.96271	0.92821	1.00000	22	GO:0008983
cluster_1706	0.97541	0.72617	1.00000	42	GO:0102130;GO:0010340;GO:0008757
cluster_1707	0.89523	0.41667	1.00000	37	GO:0030943;GO:0008320
cluster_1708	0.98282	0.68245	1.00000	70	GO:0004298
cluster_1709	0.86195	0.33822	1.00000	40	GO:0030295;GO:0043021;GO:0003735
cluster_1710	0.83879	0.63028	1.00000	18	GO:0097109
cluster_1711	1.00000	1.00000	1.00000	16	GO:0000977;GO:0000981
cluster_1712	0.79039	0.43067	1.00000	65	GO:0003712;GO:0003682
cluster_1713	0.83702	0.43402	1.00000	42	GO:0005509;GO:0090729;GO:0015267
cluster_1714	0.98184	0.86026	1.00000	37	GO:0004379
cluster_1715	0.86749	0.60749	1.00000	43	GO:0003700
cluster_1716	0.94490	0.82170	1.00000	60	GO:0070996;GO:0048019;GO:0005184
cluster_1717	0.71582	0.54727	1.00000	10	GO:0140608;GO:0038187;GO:0019904;GO:0030674;GO:0003725;GO:0019899;GO:0003690;GO:0017024;GO:0070700;GO:0005138
cluster_1718	0.85264	0.69450	1.00000	11	GO:0140293;GO:0061463
cluster_1719	0.82460	0.38960	1.00000	33	GO:0140597
cluster_1720	0.91330	0.76086	1.00000	49	GO:0003964;GO:0004190;GO:0003887;GO:0004523
cluster_1721	0.98101	0.92801	1.00000	14	GO:0140492;GO:0031369;GO:0003743
cluster_1722	0.77632	0.37748	1.00000	97	GO:0030246;GO:0038023
cluster_1723	0.59333	0.33384	1.00000	39	GO:0017056
cluster_1724	0.87080	0.48791	1.00000	47	GO:0035460;GO:0030145
cluster_1725	0.91178	0.53693	1.00000	20	GO:0051920
cluster_1726	0.96096	0.79834	1.00000	22	GO:0080019;GO:0102965
cluster_1727	0.76612	0.40320	1.00000	91	GO:0050839;GO:0003779;GO:0008013;GO:0044877
cluster_1728	0.91582	0.61300	1.00000	38	GO:0051018
cluster_1729	0.88089	0.45684	1.00000	47	GO:0160072;GO:0031625
cluster_1730	0.67915	0.31524	1.00000	32	GO:0019899;GO:0030674;GO:0030742
cluster_1731	0.68577	0.37272	1.00000	58	GO:0005178
cluster_1732	0.63311	0.32562	1.00000	41	GO:0004721
cluster_1733	0.90571	0.82714	1.00000	11	GO:0005521
cluster_1734	0.65195	0.29108	1.00000	69	GO:0005515;GO:0005198
cluster_1735	1.00000	1.00000	1.00000	21	GO:0003713
cluster_1736	1.00000	1.00000	1.00000	14	GO:0047196
cluster_1737	0.92772	0.65065	1.00000	35	GO:0005549
cluster_1738	0.77397	0.53619	1.00000	15	GO:0140777
cluster_1739	0.69611	0.31988	1.00000	42	GO:0030165
cluster_1740	1.00000	1.00000	1.00000	2	GO:0017128
cluster_1741	0.73244	0.44490	1.00000	25	GO:0008066;GO:1904315;GO:0016597;GO:0031406;GO:0005262;GO:0005244;GO:0005310;GO:0099507;GO:0015171;GO:0099094
cluster_1742	0.67989	0.32088	1.00000	62	GO:0140911;GO:0042803
cluster_1743	0.77343	0.35146	1.00000	51	GO:0005509;GO:0004888
cluster_1744	0.82004	0.43641	1.00000	87	GO:0005501
cluster_1745	0.67444	0.39937	1.00000	93	GO:0044877;GO:0005515
cluster_1746	0.96115	0.50000	1.00000	118	GO:0005212
cluster_1747	0.81225	0.30341	1.00000	187	GO:0004620;GO:0005509;GO:0005543;GO:0052689;GO:0008081
cluster_1748	0.93581	0.62500	1.00000	35	GO:0070740;GO:0106438;GO:0015631;GO:0106437
cluster_1749	0.75845	0.26488	1.00000	111	GO:0005272
cluster_1750	0.74198	0.35541	1.00000	48	GO:0042802
cluster_1751	0.84608	0.48539	1.00000	32	GO:0042277
cluster_1752	0.66589	0.29718	1.00000	151	GO:0045182
cluster_1753	0.82474	0.36103	1.00000	122	GO:0015085;GO:0005261;GO:0005244;GO:0140828
cluster_1754	0.65906	0.29150	1.00000	94	GO:0005509;GO:0005515;GO:0030234
cluster_1755	0.85391	0.50216	1.00000	108	GO:0005347;GO:0015217;GO:0015297
cluster_1756	0.88261	0.70165	1.00000	12	GO:0008061
cluster_1757	0.80308	0.30694	1.00000	170	GO:0000149
cluster_1758	0.99702	0.98215	1.00000	12	GO:0016433;GO:0051539;GO:0019843
cluster_1759	0.76571	0.38535	1.00000	142	GO:0099106;GO:0005216;GO:0008324
cluster_1760	0.87922	0.26786	1.00000	292	GO:0003713
cluster_1761	0.99813	0.84460	1.00000	166	GO:0004830
cluster_1762	0.96359	0.77074	1.00000	67	GO:0000215;GO:0003950
cluster_1763	1.00000	1.00000	1.00000	41	GO:0004526
cluster_1764	1.00000	1.00000	1.00000	20	GO:0003924;GO:0005525;GO:0000287;GO:0005524
cluster_1765	0.92606	0.39308	1.00000	83	GO:0003924;GO:0044877;GO:0005525
cluster_1766	0.89499	0.67907	1.00000	77	GO:0016679;GO:0051537;GO:0015453;GO:0009055;GO:0004497;GO:0016705;GO:0046872;GO:0022853;GO:0015078
cluster_1767	1.00000	1.00000	1.00000	32	GO:0043886;GO:0019134;GO:0003977
cluster_1768	0.76656	0.37333	1.00000	56	GO:0060089;GO:0000155;GO:0030234;GO:0140677
cluster_1769	1.00000	1.00000	1.00000	27	GO:0004592;GO:0036430;GO:0036431
cluster_1770	1.00000	1.00000	1.00000	21	GO:0050618;GO:0050897
cluster_1771	1.00000	1.00000	1.00000	19	GO:0050617;GO:0050897
cluster_1772	0.85562	0.66667	1.00000	70	GO:0043886
cluster_1773	0.95166	0.57244	1.00000	241	GO:0015078
cluster_1774	0.68904	0.36199	1.00000	51	GO:0004521;GO:0003964
cluster_1775	1.00000	1.00000	1.00000	19	GO:0015419
cluster_1776	0.97558	0.70263	1.00000	39	GO:0008147;GO:0046848;GO:0005179;GO:0005509
cluster_1777	1.00000	1.00000	1.00000	13	GO:0004581
cluster_1778	0.76562	0.47390	1.00000	74	GO:0016301;GO:0016773;GO:0046872
cluster_1779	0.91266	0.76264	1.00000	22	GO:0004134
cluster_1780	0.84366	0.68507	1.00000	46	GO:0016160
cluster_1781	0.96417	0.58143	1.00000	86	GO:0005102;GO:0090729
cluster_1782	0.74601	0.39502	1.00000	34	GO:0005212
cluster_1783	0.99179	0.88721	1.00000	29	GO:0008865;GO:0004340;GO:0005536
cluster_1784	1.00000	1.00000	1.00000	30	GO:0016779;GO:0000049
cluster_1785	0.62742	0.27547	1.00000	54	GO:0016782
cluster_1786	0.92328	0.56469	1.00000	21	GO:0004560
cluster_1787	1.00000	1.00000	1.00000	54	GO:0003700;GO:0005525;GO:0003677
cluster_1788	1.00000	1.00000	1.00000	112	GO:0050044;GO:0004751
cluster_1789	1.00000	1.00000	1.00000	78	GO:0008963
cluster_1790	1.00000	1.00000	1.00000	79	GO:0050511
cluster_1791	0.99265	0.96021	1.00000	40	GO:1990663
cluster_1792	1.00000	1.00000	1.00000	52	GO:0008409;GO:0004386;GO:0003690;GO:0016817;GO:0005524
cluster_1793	0.99521	0.93647	1.00000	52	GO:0009024;GO:0008443
cluster_1794	0.77529	0.39171	1.00000	195	GO:0008982;GO:0090563;GO:0016301;GO:0008965;GO:0015575;GO:0005353
cluster_1795	0.82939	0.57717	1.00000	37	GO:0008982;GO:0090563
cluster_1796	0.99999	0.99988	1.00000	40	GO:0000036
cluster_1797	0.86687	0.75860	1.00000	12	GO:0019202
